sep=|
Flow|Field #|Beginning Location|Length|Contents|Name|Code Structure Description|IJE Only|VRDR Profile|Field|Encoding|Comments
Surveillance|22|221|2|"State| U.S. Territory or Canadian Province of Decedent's residence - code"|STATEC|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA
For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"||Decedent|address.state|string|[StatesTerritoriesProvincesVS]
Surveillance|23|223|2|Decedent's Residence--Country|COUNTRYC|NCHS Instruction Manual: Part 8||Decedent|address.country|string|[ResidenceCountryVS]
Surveillance|24|225|1|Decedent's Residence--Inside City Limits|LIMITS|Y = Yes N = No.  U = Unknown ||Decedent|address.city.extension[ withinCityLimits] |codeable|[YesNoUnknownVS]
Surveillance|25|226|1|Marital Status|MARITAL|"M = Married
A = Married but Separated
W = Widowed
D = Divorced
S = Never Married
U = Not Classifiable"||Decedent|maritalStatus|codeable| [MaritalStatusVS]
Surveillance|26|227|1|Place of Death|DPLACE|"1 = Inpatient
2 = Emergency Room/Outpatient
3 = Dead on Arrival
4 = Decedent's Home
5 = Hospice Facility
6 = Nursing Home/Long Term Care Facility
7 = Other
9 = Unknown"||DeathDate|component[placeOfDeath].value|codeable|[PlaceOfDeathVS]
Surveillance|27|228|3|County of Death Occurrence|COD|"NCHS Instruction Manual: Part 8
Variable description (""Contents"") edited; same as NCHS ""Facility Name--County"""||DeathLocation|address.district.extension[countyCode]|integer|see [CountyCodes]
Surveillance|28|231|2|Date of Death--Month|DOD_MO|"01-12| 99"||DeathDate|value|dateTime|See [PartialDatesAndTimes]
Surveillance|29|233|2|Date of Death--Day|DOD_DY|"01-31 (based on month)| 99"||DeathDate|value|dateTime|See [PartialDatesAndTimes]
Surveillance|30|235|4|Time of Death|TOD|"0000-2359| 9999"||DeathDate|value|dateTime|See [PartialDatesAndTimes]
Surveillance|31|239|1|Decedent of Hispanic Origin?--Mexican|DETHNIC1|"N = No| Not Mexican
H = Yes| Mexican
U = Unknown"||InputRaceAndEthnicity|component[ HispanicMexican].valueCoding|codeable|[HispanicNoUnknownVS]
Surveillance|32|240|1|Decedent of Hispanic Origin?--Puerto Rican|DETHNIC2|"N = No| Not Puerto Rican
H = Yes| Puerto Rican
U = Unknown"||InputRaceAndEthnicity|component[ HispanicPuertoRican].valueCoding|codeable|[HispanicNoUnknownVS]
Surveillance|33|241|1|Decedent of Hispanic Origin?--Cuban|DETHNIC3|"N = No| Not Cuban
H = Yes| Cuban
U = Unknown"||InputRaceAndEthnicity|component[ HispanicCuban ].valueCoding|codeable|[HispanicNoUnknownVS]
Surveillance|34|242|1|Decedent of Hispanic Origin?--Other|DETHNIC4|"N = No| Not other Hispanic
H = Yes| other Hispanic
U = Unknown"||InputRaceAndEthnicity|component[ HispanicOther ].valueCoding|codeable|[HispanicNoUnknownVS]
Surveillance|35|243|20|"Decedent of Hispanic Origin?--Other| Literal"|DETHNIC5|Literal; Blank ||InputRaceAndEthnicity|component[ HispanicLiteral ].valueString|string|-
Surveillance|36|263|1|Decedent's Race--White|RACE1|"Y = Yes| box for race checked
N = No| box for race not checked"||InputRaceAndEthnicity|component[ White].valueBoolean|boolean|-
Surveillance|37|264|1|Decedent's Race--Black or African American|RACE2|"Y| N"||InputRaceAndEthnicity|component[ BlackOrAfricanAmerican].valueBoolean|boolean|-
Surveillance|38|265|1|Decedent's Race--American Indian or Alaska Native|RACE3|"Y| N"||InputRaceAndEthnicity|component[ AmericanIndianOrAlaskanNative].valueBoolean|boolean|-
Surveillance|39|266|1|Decedent's Race--Asian Indian|RACE4|"Y| N"||InputRaceAndEthnicity|component[ AsianIndian].valueBoolean|boolean|-
Surveillance|40|267|1|Decedent's Race--Chinese|RACE5|"Y| N"||InputRaceAndEthnicity|component[ Chinese].valueBoolean|boolean|-
Surveillance|41|268|1|Decedent's Race--Filipino|RACE6|"Y| N"||InputRaceAndEthnicity|component[ Filipino].valueBoolean|boolean|-
Surveillance|42|269|1|Decedent's Race--Japanese|RACE7|"Y| N"||InputRaceAndEthnicity|component[ Japanese].valueBoolean|boolean|-
Surveillance|43|270|1|Decedent's Race--Korean|RACE8|"Y| N"||InputRaceAndEthnicity|component[ Korean].valueBoolean|boolean|-
Surveillance|44|271|1|Decedent's Race--Vietnamese|RACE9|"Y| N"||InputRaceAndEthnicity|component[ Vietnamese].valueBoolean|boolean|-
Surveillance|45|272|1|Decedent's Race--Other Asian|RACE10|"Y| N"||InputRaceAndEthnicity|component[ OtherAsian].valueBoolean|boolean|-
Surveillance|46|273|1|Decedent's Race--Native Hawaiian|RACE11|"Y| N"||InputRaceAndEthnicity|component[ NativeHawaiian].valueBoolean|boolean|-
Surveillance|47|274|1|Decedent's Race--Guamanian or Chamorro|RACE12|"Y| N"||InputRaceAndEthnicity|component[ GuamanianOrChamorro].valueBoolean|boolean|-
Surveillance|48|275|1|Decedent's Race--Samoan|RACE13|"Y| N"||InputRaceAndEthnicity|component[ Samoan].valueBoolean|boolean|-
Surveillance|49|276|1|Decedent's Race--Other Pacific Islander|RACE14|"Y| N"||InputRaceAndEthnicity|component[ OtherPacificIslander].valueBoolean|boolean|-
Surveillance|50|277|1|Decedent's Race--Other|RACE15|"Y| N"||InputRaceAndEthnicity|component[ OtherRace].valueBoolean|boolean|-
Surveillance|51|278|30|Decedent's Race--First American Indian or Alaska Native Literal|RACE16|Literal; Blank ||InputRaceAndEthnicity|component[ AmericanIndianorAlaskanNativeLiteral1].valueString|string|-
Surveillance|52|308|30|Decedent's Race--Second American Indian or Alaska Native Literal|RACE17|Literal; Blank ||InputRaceAndEthnicity|component[ AmericanIndianorAlaskanNativeLiteral2].valueString|string|-
Surveillance|53|338|30|Decedent's Race--First Other Asian Literal|RACE18|Literal; Blank ||InputRaceAndEthnicity|component[ OtherAsianLiteral1].valueString|string|-
Surveillance|54|368|30|Decedent's Race--Second Other Asian Literal|RACE19|Literal; Blank ||InputRaceAndEthnicity|component[ OtherAsianLiteral2].valueString|string|-
Surveillance|55|398|30|Decedent's Race--First Other Pacific Islander Literal|RACE20|Literal; Blank||InputRaceAndEthnicity|component[ OtherPacificIslandLiteral1].valueString|string|-
Surveillance|56|428|30|Decedent's Race--Second Other Pacific Islander Literal|RACE21|Literal; Blank ||InputRaceAndEthnicity|component[ OtherPacificIslandLiteral2].valueString|string|-
Surveillance|57|458|30|Decedent's Race--First Other Literal|RACE22|Literal; Blank ||InputRaceAndEthnicity|component[ OtherRaceLiteral1].valueString|string|-
Surveillance|58|488|30|Decedent's Race--Second Other Literal|RACE23|Literal; Blank||InputRaceAndEthnicity|component[ OtherRaceLiteral2].valueString|string|-
Surveillance|59|518|1|Decedent's Race--Missing|RACE_MVR|"R = Refused
S = Sought| but Unknown
C = Not Obtainable"||InputRaceAndEthnicity|component[ MissingValueReason].valueCoding|codeable|[RaceMissingValueReasonVS]
Surveillance|60|519|4|Date of Registration--Year|DOR_YR|"4 digit year; >=year of death| Blank (Date of Registration must be a valid date or entirely blank; no portions of the date may be unknown)"||SurveillanceBundle|date|dateTime|-
Surveillance|61|523|2|Date of Registration--Month|DOR_MO|"01-12| Blank"||SurveillanceBundle|date|dateTime|-
Surveillance|62|525|2|Date of Registration--Day|DOR_DY|"01-31 (based on month)| Blank"||SurveillanceBundle|date|dateTime|-
Surveillance|63|701|1|Manner of Death|MANNER|||MannerOfDeath|value|codeable|[MannerOfDeathVS]
Surveillance|64|702|1|Place of Injury (computer generated)|INJPL|||PlaceOfInjury|value|codeable|[PlaceOfInjuryVS]
Surveillance|65|703|1|Was Autopsy performed|AUTOP|Y = Yes N = No.  U = Unknown||AutopsyPerformedIndicator|value|codeable|[YesNoUnknownVS]
Surveillance|66|704|1|Were Autopsy Findings Available to Complete the Cause of Death?|AUTOPF|Y = Yes N = No.  U = Unknown X = Not Applicable||AutopsyPerformedIndicator|component[ autopsyPerformedIndicator ].value|codeable|[YesNoUnknownNotApplicableVS]
Surveillance|67|705|1|Did Tobacco Use Contribute to Death?|TOBAC|||TobaccoUseContributedToDeath|value|codeable|[ContributoryTobaccoUseVS]
Surveillance|68|706|1|Pregnancy|PREG|||DecedentPregnancyStatus|value|codeable|[PregnancyStatusVS]
Surveillance|69|707|2|Date of injury--month|DOI_MO|||InjuryIncident|effective|dateTime|See [PartialDatesAndTimes]
Surveillance|70|709|2|Date of injury--day|DOI_DY|||InjuryIncident|effective|dateTime|See [PartialDatesAndTimes]
Surveillance|71|711|4|Date of injury--year|DOI_YR|||InjuryIncident|effective|dateTime|See [PartialDatesAndTimes]
Surveillance|72|715|4|Time of injury|TOI_HR|||InjuryIncident|effective|dateTime|See [PartialDatesAndTimes]
Surveillance|73|719|1|Injury at work|WORKINJ|Y = Yes N = No.  U = Unknown X = Not Applicable||InjuryIncident|component[InjuryAtWork].value|codeable|[YesNoUnknownNotApplicableVS]
Surveillance|74|720|30|Title of Certifier|CERTL|||DeathCertification|"performer.function (note that if value is ""OTH"" then performed.function.text should contain 'Full Text for Other Individual Legally Allowed to Certify')"|codeable|[CertifierTypesVS]
Surveillance|75|750|12|Auxiliary State file number|AUXNO2|||DeathCertificateDocument|identifier.extension[auxiliaryStateIdentifier2].value|string(12)|-
Surveillance|76|762|||||||||
Surveillance|77|762|30|State Specific Data |STATESP|Possible use for future filler unless two neighboring states wish to use for some specific information that they both collect. This would be a non-standard field||SurveillanceBundle|extension[ stateSpecificField]|string(30)|-
Surveillance|78|792|2|Surgery Date--month|SUR_MO|"01-12| 99 or Blank"||SurgeryDate|value|dateTime|See [PartialDatesAndTimes]
Surveillance|79|794|2|Surgery Date--day|SUR_DY|"01-31 (based on month)| 99 or Blank"||SurgeryDate|value|dateTime|See [PartialDatesAndTimes]
Surveillance|80|796|4|Surgery Date--year|SUR_YR|"4 digit year; <=year of death| 9999 or Blank"||SurgeryDate|value|dateTime|See [PartialDatesAndTimes]
Surveillance|81|1075|1|Time of Injury Unit|TOI_UNIT|"A| P| M or Blank (AM| PM or Military)"||InjuryIncident|effective|implicit|
Surveillance|82|1076|30|Death Institution name|DINSTI|"Facility name literal; if Place of Death (DPLACE)=4 (decedent's home)| enter ""Home"""|I|DeathLocation|name|string |-
Surveillance|83|1106|50|Long String address for place of death|ADDRESS_D|"The item is made up of one long string that includes Street number| Pre Directional| Street name| Street designator| Post Directional| and Unit or Apartment Number. Jurisdiction should use version of Place of Death address that's used in their system versus reprogramming."|I|DeathLocation|address.line|string |-
Surveillance|84|1156|10|Place of death. Street number|STNUM_D||I|DeathLocation|address.extension[stnum]|string|-
Surveillance|85|1166|10|Place of death. Pre Directional|PREDIR_D||I|DeathLocation|address.extension[predir]|string|-
Surveillance|86|1176|50|Place of death. Street name|STNAME_D||I|DeathLocation|address.extension[stname]|string|-
Surveillance|87|1226|10|Place of death. Street designator|STDESIG_D||I|DeathLocation|address.extension[stdesig]|string|-
Surveillance|88|1236|10|Place of death. Post Directional|POSTDIR_D||I|DeathLocation|address.extension[postdir]|string|-
Surveillance|89|1246|28|Place of death. City or Town name|CITYTEXT_D|Valid city/town/location literal|I|DeathLocation|address.city|string|-
Surveillance|90|1274|28|Place of death. State name literal|STATETEXT_D|Valid text for U.S. State or Territory or Canadian Province|I|DeathLocation|address.state (expanded from 2 letter code)|string|-
Surveillance|91|1302|9|Place of death. Zip code|ZIP9_D|"Valid 5+4 digit zip code; 3 space 3 for Canada; unknown portion left blank; do not include the ""-"""|I|DeathLocation|address.postalCode|string|-
Surveillance|92|1311|28|Place of death. County of Death|COUNTYTEXT_D|Valid county literal|I|DeathLocation|address.district|string|-
Surveillance|93|1339|5|Place of death. City FIPS code|CITYCODE_D|NCHS Instruction Manual: Part 8. Other part of the 12 digit fips code is contained in earlier part of the record with state and county of death. This is the place or city code|I|DeathLocation|address.city.extension[ cityCode]|integer|see [CityCodes]
Surveillance|94|1344|17|Place of death. Longitude|LONG_D|"As coded by state of occurrence.  Commonly coded with space for a negative sign followed by 3 bytes| a decimal divider| and 6 decimal places."|I|DeathLocation|position.longitude|float|-
Surveillance|95|1361|17|Place of Death. Latitude|LAT_D|"As coded by state of occurrence.  Commonly coded with space for a negative sign followed by 2 bytes| a decimal divider| and 6 decimal places."|I|DeathLocation|position.latitude|float|-
Surveillance|96|1378|1|Decedent's spouse living at decedent's DOD?|SPOUSELV|"1=yes; 2=no; 8=unmarried; 9=unknown;
blank if not reported"|I|Decedent|extension[SpouseAlive] |codeable| [SpouseAliveVS]
Surveillance|97|1379|50|Spouse's First Name|SPOUSEF|"Free form literal; if unknown| leave blank"|I|DecedentSpouse|name.given|string|-
Surveillance|98|1429|50|Husband's Surname/Wife's Maiden Last Name|SPOUSEL |"Free form literal; if unknown| leave blank"|I|DecedentSpouse|"name.family| name.use = 'maiden"|string|-
Surveillance|99|1479|10|Decedent's Residence - Street number|STNUM_R|||Decedent|address.extension[stnum]|string|-
Surveillance|100|1489|10|Decedent's Residence - Pre Directional|PREDIR_R|||Decedent|address.extension[predir]|string|-
Surveillance|101|1499|28|Decedent's Residence - Street name|STNAME_R|||Decedent|address.extension[stname]|string|-
Surveillance|102|1527|10|Decedent's Residence - Street designator|STDESIG_R|||Decedent|address.extension[stdesig]|string|-
Surveillance|103|1537|10|Decedent's Residence - Post Directional|POSTDIR_R|||Decedent|address.extension[postdir]|string|-
Surveillance|104|1547|7|Decedent's Residence - Unit or apt number|UNITNUM_R|||Decedent|address.extension[unitnum]|string|-
Surveillance|105|1554|28|Decedent's Residence - City or Town name|CITYTEXT_R|Valid city/town/location literal||Decedent|address.city|string|-
Surveillance|106|1582|9|Decedent's Residence - ZIP code|ZIP9_R|"Valid 5+4 digit zip code; 3 space 3 for Canada; unknown portion left blank; do not include the ""-"""||Decedent|address.postalCode|string|-
Surveillance|107|1591|28|Decedent's Residence - County|COUNTYTEXT_R|Valid county literal||Decedent|address.district|string|-
Surveillance|108|1619|28|Decedent's Residence - State name|STATETEXT_R |Valid text for U.S. State or Territory or Canadian Province||Decedent|address.state (expanded from 2 letter code)|string|See [StateLiterals]
Surveillance|109|1647|28|Decedent's Residence - COUNTRY name|COUNTRYTEXT_R|Valid text for country of residence||Decedent|address.country (expanded from 2 letter code)|string|See [CountryLiterals]
Surveillance|110|1675|50|Long string address for decedent's place of residence same as above but allows states to choose the way they capture information.|ADDRESS_R|"The item is made up of one long string that includes Street number| Pre Directional| Street name| Street designator| Post Directional| and Unit or Apartment Number. Jurisdiction should use version of Decedent's Residence address that's used in their system versus reprogramming."||Decedent|address.line[0]|string|-
Surveillance|111|1725|50|Middle Name of Decedent |DMIDDLE|NCHS only asks for middle initial in start col 77. Free form alpha literal; left justified|i|Decedent|"name.given | name.use = official"|string|-
Surveillance|112|1775|50|Father's First Name|DDADF|"Free form literal; if unknown| leave blank"|i|DecedentFather|"name.given | name.use = official"|string|-
Surveillance|113|1825|50|Father's Middle Name|DDADMID|"Free form literal; if unknown| leave blank"|i|DecedentFather|"name.given | name.use = official"|string|-
Surveillance|114|1875|50|Mother's First Name|DMOMF|"Free form literal; if unknown| leave blank"|i|DecedentMother|"name.given | name.use = official"|string|-
Surveillance|115|1925|50|Mother's Middle Name|DMOMMID|"Free form literal; if unknown| leave blank"|i|DecedentMother|"name.given | name.use = official"|string|-
Surveillance|116|1975|50|Mother's Maiden Surname|DMOMMDN|"Free form literal; if unknown| leave blank"|i|DecedentMother|"name.family | name.type=maiden"|string |-
Surveillance|117|2025|50|Place of Injury- literal|POILITRL|Literal description; Blank for natural death||InjuryIncident|component[ placeOfInjury ].value.text|string|-
Surveillance|118|2075|250|Describe How Injury Occurred|HOWINJ|Literal description; Blank for natural death||InjuryIncident|value.text|string|-
Surveillance|119|2325|30|"If Transportation Accident| Specify"|TRANSPRT|"DR=Driver/Operator
PA=Passenger
PE=Pedestrian
Enter full text if it does not fit above (blank for natural death)"||InjuryIncident|component[ transportationRole ].value.  (if value.code = OTH) the role should be specified in value.text)|codeable|[TransportationIncidentRoleVS]
Surveillance|120|2355|28|County of Injury - literal|COUNTYTEXT_I|Valid county literal; blank for natural death|i|InjuryLocation|address.district|string|-
Surveillance|121|2383|3|County of Injury code|COUNTYCODE_I|"NCHS Instruction Manual: Part 8; 999=unknown;
Blank for natural death."|i|InjuryLocation|address.district.extension[ countyCode].value|integer|see [CountyCodes]
Surveillance|122|2386|28|Town/city of Injury - literal|CITYTEXT_I|Valid town/city literal; blank for natural death.|i|InjuryLocation|address.city|string|-
Surveillance|123|2414|5|Town/city of Injury code|CITYCODE_I|NCHS Instruction Manual: Part 8; blank for natural death.|i|InjuryLocation|address.city.extension[ cityCode].value|integer|see [CityCodes]
Surveillance|124|2419|2|"State| U.S. Territory or Canadian Province of Injury - code"|STATECODE_I|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA                                                                                 For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|i|InjuryLocation|address.state|string|[StatesTerritoriesProvincesVS]
Surveillance|125|2421|17|Place of injury. Longitude|LONG_I|"As coded by state of occurrence.  Commonly coded with space for a negative sign followed by 3 bytes| a decimal divider| and 6 decimal places (blank if natural death)."|i|InjuryLocation|position.longitude|float|-
Surveillance|126|2438|17|Place of injury. Latitude|LAT_I|"As coded by state of occurrence.  Commonly coded with space for a negative sign followed by 2 bytes| a decimal divider| and 6 decimal places (blank if natural death)."|i|InjuryLocation|position.latitude|float|-
Surveillance|127|2455|1|Replacement Record |REPLACE|"0=original record; 1=updated record; 2=updated| do not send to NCHS"||SurveillanceBundle|extension[replaceStatus].value|codeable|[ReplaceStatusVS]
Surveillance|128|2456|120|Cause of Death Part I Line a (literal)|COD1A|Literal information reported on Line a||CauseOfDeathPart1|"value.text|   component[lineNumber] = 1"|string(120)|-
Surveillance|129|||Cause of Death Part I Line a (coded)|*NO IJE MAPPING*|Coded Cause(s) of Death Associated with Text on  Line 1b||CauseOfDeathPart1|"value.coding|   component[lineNumber] = 1"|codeable|[ICD10CausesOfDeathVS]
Surveillance|130|2576|20|"Cause of Death Part I Interval| Line a"|INTERVAL1A - optional|Duration reported on Line a||CauseOfDeathPart1|"component[interval].value| component[lineNumber] = 1"|string(20)|-
Surveillance|131|2596|120|Cause of Death Part I Line b (literal)|COD1B|Literal information reported on Line b||CauseOfDeathPart1|"value.text|   component[lineNumber] = 2"|string(120)|-
Surveillance|132|||Cause of Death Part I Line b (coded)|*NO IJE MAPPING*|Coded Cause(s) of Death Associated with Text on  Line 1b||CauseOfDeathPart1|"value.coding|   component[lineNumber] = 2"|codeable|[ICD10CausesOfDeathVS]
Surveillance|133|2716|20|"Cause of Death Part I Interval| Line b"|INTERVAL1B|Duration reported on Line b||CauseOfDeathPart1|"component[interval].value| component[lineNumber] = 2"|string(20)|-
Surveillance|134|2736|120|Cause of Death Part I Line c (literal)|COD1C|Literal information reported on Line c||CauseOfDeathPart1|"value.text|   component[lineNumber] = 3"|string(120)|-
Surveillance|135|||Cause of Death Part I Line c (coded)|*NO IJE MAPPING*|Coded Cause(s) of Death Associated with Text on  Line 1c||CauseOfDeathPart1|"value.coding|   component[lineNumber] = 3"|codeable|[ICD10CausesOfDeathVS]
Surveillance|136|2856|20|"Cause of Death Part I Interval| Line c"|INTERVAL1C|Duration reported on Line c||CauseOfDeathPart1|"component[interval].value| component[lineNumber] = 3"|string(20)|-
Surveillance|137|2876|120|Cause of Death Part I Line d (literal)|COD1D|Literal information reported on Line d||CauseOfDeathPart1|"value.text|   component[lineNumber] = 4"|string(120)|-
Surveillance|138|||Cause of Death Part I Line d (coded)|*NO IJE MAPPING*|Coded Cause(s) of Death Associated with Text on  Line 1d||CauseOfDeathPart1|"value.coding|   component[lineNumber] = 4"|codeable|[ICD10CausesOfDeathVS]
Surveillance|139|2996|20|"Cause of Death Part I Interval| Line d"|INTERVAL1D|Duration reported on Line d||CauseOfDeathPart1|"component[interval].value| component[lineNumber] = 4"|string(20)|-
Surveillance|140|3016|240|Cause of Death Part II (literal)|OTHERCONDITION|Literal information reported in Part II||CauseOfDeathPart2|value.text|string(240)|-
Surveillance|141|3256|240|Cause of Death Part II (coded)|*NO IJE MAPPING*|Coded Cause(s) of Death Associated Part II||CauseOfDeathPart2|value.coding|codeable|[ICD10CausesOfDeathVS]
Surveillance|142|3342|50|Decedent's Maiden Name|DMAIDEN||i|Decedent|"name.text | name.use=maiden"|string|-
Surveillance|143|3392|5|Decedent's Birth Place City - Code|DBPLACECITYCODE|NCHS Instruction Manual: Part 8|i|Decedent|extension[patient-birthPlace].value[x].city.extension[ cityCode]|integer|see [CityCodes]
Surveillance|144|3397|28|Decedent's Birth Place City - Literal|DBPLACECITY||i|Decedent|extension[patient-birthPlace].value[x].city|string|-
Surveillance|145|3425|50|Spouse's Middle Name|SPOUSEMIDNAME||i|DecedentSpouse|"name.given | name.use = official"|string|-
Surveillance|146|3475|10|Spouse's Suffix|SPOUSESUFFIX||i|DecedentSpouse|"name.suffix | name.use = official"|string|-
Surveillance|147|3485|10|Father's Suffix|FATHERSUFFIX||i|DecedentFather|"name.suffix | name.use = official"|string|-
Surveillance|148|3495|10|Mother's Suffix|MOTHERSSUFFIX||i|DecedentMother|"name.suffix | name.use = official"|string|-
Surveillance|149|3505|30|Informant's Relationship|INFORMRELATE||i|Decedent|contact.type.text |string (30 characters)|-
Surveillance|150|3890|8|Person Pronouncing Date Signed|PPDATESIGNED|mmddyyyy format|i|DeathDate|"component[datetimePronouncedDead	].value"|dateTime|-
Surveillance|151|3898|4|Person Pronouncing Time Pronounced|PPTIME|Military time|i|DeathDate|component[datetimePronouncedDead].value|dateTime|-
Surveillance|152|4254|8|Certifier Date Signed|CERTDATE|Date signed by Certifier in mmddyyyy format|i|DeathCertification|performed|dateTime|-
Surveillance|153|4270|28|"State| U.S. Territory or Canadian Province of Injury - literal"|STINJURY|"Valid state| U.S. territory or Canadian province literal| otherwise blank (blank if natural death)"|i|InjuryLocation|address.state (expanded from 2 letter code)|string|See [StateLiterals]
Surveillance|154|4298|28|"State| U.S. Territory or Canadian Province of Birth - literal"|STATEBTH|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|i|Decedent|extension[patient-birthPlace].value[x].state or extension[patient-birthPlace].value[x].state.extension[ nationalReportingJurisdictionId] if present    (expanded from 2 letter code)|string|See [StateLiterals]
Surveillance|155|4326|2|Country of Death - Code|DTHCOUNTRYCD|NCHS Instruction Manual: Part 8|i|DeathLocation|address.country |string |[ResidenceCountryVS].  Note: For US Death certificates should be US
Surveillance|156|4328|28|Country of Death - Literal|DTHCOUNTRY|Valid text for country of death|i|DeathLocation|address.country  (expanded from 2 letter code)|string |See [CountryLIterals].   Not used. For US Death certificates should be 'United States'.
Surveillance|157|4377|50|Marital Descriptor|MARITAL_DESCRIP|"Free text for use of jurisdictions with domestic partnerships| other
types of relationships."|i|Decedent|maritalStatus.text |string|-
Birth Infant Death|NA|NA|NA|Death Record Identifier|*NO IJE MAPPING*|"YYYYJJNNNNNN|  YYYY = death year JJ = jurisdiction  and NNNNNN = certificate number"|MortalityRosterBundle|identifier.value|string(12)|"YYYYJJNNNNNN|  YYYY = death year JJ = jurisdiction  and NNNNNN = certificate number"|
Birth Infant Death|1|1|20|"State| U.S. Territory or Canadian Province of Birth - literal"|STATEBTH|"Valid state| U.S. territory or Canadian province literal"|Decedent|extension[patient-birthPlace].value[x].state or extension[patient-birthPlace].value[x].state.extension[ nationalReportingJurisdictionId] if present    (expanded from 2 letter code)|string|See [StateLiterals]|
Birth Infant Death|2|21|2|"State| U.S. Territory or Canadian Province of Birth - code"|BPLACE_ST|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA                                                        For US Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|Decedent|extension[patient-birthPlace].value[x].state or extension[patient-birthPlace].value[x].state.extension[ nationalReportingJurisdictionId] if present |string|[JurisdictionsProvincesVS]|
Birth Infant Death|3|23|50|Decedent's Legal Name--Given |GNAME|Free form alpha literal; left justified|Decedent|"name.given | name.use = official"|string|-|
Birth Infant Death|4|73|50|Decedent's Legal Name--Middle|MIDNAME|Free form alpha literal; left justified|Decedent|"name.given | name.use = official (first letter)"|string|-|
Birth Infant Death|5|123|50|Decedent's Legal Name--Last|LNAME|Free form alpha literal; left justified|Decedent|"name.family | name.use = official"|string|-|
Birth Infant Death|6|173|20|"State| U.S. Territory or Canadian Province of Death - literal"|STATETEXT_D|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|DeathLocation|address.state (expanded from 2 letter code)|string|-|
Birth Infant Death|7|193|2|"State| U.S. Territory or Canadian Province of Death - code"|DSTATE|"NCHS Instruction Manual: Part 8
For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|DeathLocation|address.state or address.state.extension[nationalReportingJurisdictionId ]|codeable|[StatesTerritoriesProvincesVS] or [JurisdictionVS]|
Birth Infant Death|8|195|2|Date of Death--Month|DOD_MO|"01-12| 99"|DeathDate|value|dateTime|See [PartialDatesAndTimes]|
